
0	0
68	180
68	180
69	181
69	181
70	182
-68	-180
-68	-180
-68	-180
-68	-180
-68	-180
68	181
68	181
69	181
70	181
70	181
4	3
-16	-9
65	39
-130	-77
-130	-77
194	117
194	117
-194	-116
-194	-116
-193	-116
194	117
194	117
-194	-116
-194	-116
-194	-116
194	117
194	117
-195	-116
-195	-116
-194	-115
196	118
196	118
-196	-117
-196	-117
-196	-117
196	118
196	118
-196	-117
-196	-117
-196	-117
196	118
196	118
-196	-117
-196	-117
-196	-117
196	118
196	118
-196	-117
-196	-117
-195	-117
197	117
197	117
-197	-116
-197	-116
-196	-116
198	117
198	117
-198	-117
-198	-117
-198	-116
199	118
199	118
-199	-118
-199	-118
-199	-117
133	80
133	80
134	80
-132	-80
-132	-80
199	121
199	121
-199	-120
-199	-120
-199	-120
133	80
133	80
134	81
-132	-79
-132	-79
199	120
199	120
-199	-120
-199	-120
-198	-119
133	81
133	81
134	82
-131	-80
-131	-80
197	121
197	121
-197	-120
-197	-120
-196	-120
199	121
199	121
-199	-121
-199	-121
-198	-120
133	82
133	82
134	82
-132	-82
-132	-82
198	124
198	124
-198	-124
-198	-124
-198	-123
198	125
198	125
-198	-125
-198	-125
-197	-124
199	126
199	126
-199	-126
-199	-126
-199	-125
199	127
199	127
-199	-127
-199	-127
-198	-126
133	85
133	85
133	86
-133	-84
-133	-84
133	84
133	84
134	85
-132	-83
-132	-83
198	125
198	125
-198	-125
-198	-125
-197	-124
199	126
199	126
-199	-126
-199	-126
-198	-125
133	84
133	84
134	85
-132	-83
-132	-83
198	125
198	125
-198	-125
-198	-125
-197	-125
199	125
199	125
-199	-125
-199	-125
-198	-124
133	84
133	84
134	84
-132	-84
-132	-84
199	126
199	126
-199	-126
-199	-126
-198	-126
133	84
133	84
134	85
-132	-83
-132	-83
199	124
199	124
-199	-124
-199	-124
-199	-123
133	83
133	83
133	84
-132	-82
-132	-82
199	124
199	124
-199	-124
-199	-124
-198	-123
133	84
133	84
134	84
-132	-84
-132	-84
199	127
199	127
-199	-127
-199	-127
-198	-126
134	86
134	86
134	86
-134	-86
-134	-86
134	86
134	86
134	86
-134	-86
-134	-86
134	86
134	86
135	86
-133	-86
-133	-86
133	86
133	86
134	87
-132	-86
-132	-86
198	130
198	130
-198	-130
-198	-130
-197	-130
199	130
199	130
-199	-130
-199	-130
-198	-130
134	87
134	87
134	87
-134	-87
-134	-87
134	87
134	87
135	87
-133	-87
-133	-87
133	87
133	87
134	88
-131	-86
-131	-86
197	129
197	129
-197	-129
-197	-129
-197	-129
198	129
198	129
-198	-129
-198	-129
-197	-129
199	129
199	129
-199	-129
-199	-129
-198	-128
133	86
133	86
134	87
-132	-85
-132	-85
198	127
198	127
-198	-127
-198	-127
-197	-126
199	127
199	127
-199	-127
-199	-127
-199	-126
199	128
199	128
-199	-128
-199	-128
-198	-128
133	85
133	85
133	85
-131	-85
-131	-85
198	128
198	128
-197	-128
-197	-128
-197	-128
198	128
198	128
-197	-128
-197	-128
-197	-128
198	128
198	128
-198	-128
-198	-128
-197	-128
133	85
133	85
134	85
-132	-85
-132	-85
199	128
199	128
-198	-128
-198	-128
-198	-128
199	128
199	128
-198	-129
-198	-129
-198	-128
133	86
133	86
134	87
-131	-86
-131	-86
198	129
198	129
-197	-130
-197	-130
-197	-129
199	131
199	131
-198	-132
-198	-132
-198	-131
199	132
199	132
-198	-132
-198	-132
-198	-132
199	131
199	131
-198	-131
-198	-131
-198	-131
199	130
199	130
-198	-131
-198	-131
-198	-130
133	87
133	87
133	88
-131	-87
-131	-87
198	130
198	130
-197	-131
-197	-131
-197	-130
198	131
198	131
-198	-131
-198	-131
-197	-131
133	87
133	87
133	87
-132	-88
-132	-88
199	132
199	132
-198	-133
-198	-133
-198	-132
199	133
199	133
-199	-134
-199	-134
-198	-133
134	89
134	89
134	89
-133	-90
-133	-90
134	89
134	89
134	90
-133	-89
-133	-89
134	88
134	88
134	88
-131	-90
-131	-90
196	135
196	135
-196	-136
-196	-136
-195	-135
197	137
197	137
-197	-138
-197	-138
-196	-137
198	138
198	138
-198	-139
-198	-139
-197	-138
199	139
199	139
-198	-139
-198	-139
-198	-139
198	138
198	138
-198	-139
-198	-139
-197	-138
133	93
133	93
133	93
-132	-94
-132	-94
198	141
198	141
-198	-142
-198	-142
-197	-141
199	142
199	142
-199	-142
-199	-142
-199	-142
133	94
133	94
133	94
-132	-94
-132	-94
198	140
198	140
-198	-140
-198	-140
-198	-140
198	139
198	139
-198	-139
-198	-139
-197	-139
199	138
199	138
-199	-138
-199	-138
-199	-138
199	138
199	138
-199	-139
-199	-139
-199	-138
199	139
199	139
-199	-139
-199	-139
-199	-139
199	138
199	138
-199	-138
-199	-138
-199	-138
199	137
199	137
-199	-138
-199	-138
-199	-137
-85	109
-85	109
164	-66
164	-66
165	-65
166	-65
166	-64
3	1
-12	-4
47	15
-188	-60
188	59
188	59
188	60
188	61
-187	-56
187	56
187	56
187	56
187	56
-185	-57
185	57
185	57
185	57
186	57
-182	-57
182	57
182	57
182	57
183	57
-179	-57
179	57
179	57
179	57
180	57
-176	-57
176	57
176	57
176	57
177	57
-173	-56
173	56
173	56
173	56
174	56
-170	-55
170	55
170	55
170	55
171	55
-167	-54
167	54
167	54
167	54
168	54
-164	-53
164	53
164	53
164	53
165	53
-159	-51
160	51
160	51
160	51
160	52
-156	-49
157	49
157	49
157	49
157	49
-155	-48
155	48
155	48
156	48
157	48
-151	-48
151	48
151	48
152	48
153	48
-146	-48
195	64
195	64
196	64
-193	-64
-193	-64
193	64
193	64
194	64
-191	-64
-191	-64
192	64
192	64
192	64
-191	-64
-191	-64
192	64
192	64
192	64
-191	-65
-191	-65
191	65
191	65
192	65
-189	-65
-189	-65
189	65
189	65
190	65
-187	-66
-187	-66
187	65
187	65
188	66
-185	-65
-185	-65
186	64
186	64
186	65
-186	-64
-186	-64
186	63
186	63
187	64
-185	-64
-185	-64
185	63
185	63
186	64
-184	-63
-184	-63
184	62
184	62
185	62
-183	-63
-183	-63
183	62
183	62
184	63
-176	-74
-176	-74
176	73
176	73
177	74
-175	-74
-175	-74
176	73
176	73
176	73
-175	-75
-175	-75
175	74
175	74
176	75
-174	-75
-174	-75
174	74
174	74
175	74
-173	-76
-173	-76
173	75
173	75
174	76
-172	-76
-172	-76
172	75
172	75
172	75
-172	-77
-172	-77
171	76
171	76
172	77
-170	-77
-170	-77
170	76
170	76
170	76
-170	-78
-170	-78
-88	109
-88	109
190	-66
190	-66
190	-65
190	-65
190	-64
0	1
0	-5
0	18
0	-73
0	145
0	145
0	-146
0	-146
0	-145
0	146
0	146
0	-146
0	-146
0	-146
0	145
0	145
-1	-146
-1	-146
0	-145
2	146
2	146
-3	-146
-3	-146
-2	-146
4	145
4	145
-5	-145
-5	-145
-4	-145
5	144
5	144
-6	-145
-6	-145
-5	-144
6	145
6	145
-7	-146
-7	-146
-7	-146
6	145
6	145
-7	-145
-7	-145
-6	-145
6	144
6	144
-7	-145
-7	-145
-6	-144
7	145
7	145
-8	-145
-8	-145
-8	-145
7	144
7	144
-8	-144
-8	-144
-7	-144
7	143
7	143
-8	-143
-8	-143
-7	-143
7	142
7	142
-8	-142
-8	-142
-7	-142
7	141
7	141
-8	-141
-8	-141
-8	-141
6	140
6	140
-7	-140
-7	-140
-7	-140
5	139
5	139
-6	-139
-6	-139
-6	-139
4	138
4	138
-5	-139
-5	-139
-5	-138
3	139
3	139
-4	-139
-4	-139
-4	-139
2	138
2	138
-4	-138
-4	-138
-3	-138
3	137
3	137
-4	-137
-4	-137
-4	-137
2	137
2	137
-3	-138
-3	-138
-3	-137
1	138
1	138
-2	-138
-2	-138
-1	-138
1	138
1	138
-2	-138
-2	-138
-1	-138
2	138
2	138
-3	-139
-3	-139
-3	-138
2	140
2	140
-3	-140
-3	-140
-2	-140
3	140
3	140
-4	-141
-4	-141
-4	-140
3	142
3	142
-4	-142
-4	-142
-3	-142
4	142
4	142
-5	-142
-5	-142
-4	-142
5	142
5	142
-6	-142
-6	-142
-5	-142
6	141
6	141
-7	-141
-7	-141
-6	-140
7	141
7	141
-8	-141
-8	-141
-7	-140
8	141
8	141
-9	-141
-9	-141
-8	-140
8	141
8	141
-8	-141
-8	-141
-8	-140
4	-150
4	-150
4	-150
-2	172
-2	172
-2	172
-1	172
-1	173
0	173
-2	173
1	-173
1	-173
2	-173
3	-173
-1	173
0	-173
0	-173
1	-173
2	-173
0	173
-1	-173
-1	-173
0	-173
0	-173
1	173
-2	-173
-2	-173
-1	-173
-1	-173
2	173
-3	-173
-3	-173
-3	-173
-2	-173
2	173
-3	-173
-3	-173
-2	-173
-1	-173
3	173
-4	-173
-4	-173
-3	-173
-2	-173
6	174
-7	-174
-7	-174
-6	-174
-5	-174
9	175
-9	-175
-9	-175
-9	-175
-9	-175
8	176
-9	-176
-9	-176
-8	-176
-7	-175
11	178
-12	-178
-12	-178
-11	-178
-10	-178
14	181
-15	-181
-15	-181
-14	-181
-13	-181
17	183
-17	-183
-17	-183
-17	-183
-17	-183
16	184
-17	-184
-17	-184
-16	-184
-15	-184
19	185
-20	-185
-20	-185
-19	-184
-18	-184
20	188
-21	-188
-21	-188
-20	-188
-19	-188
21	189
-22	-189
-22	-189
-21	-189
-20	-188
22	192
-23	-192
-23	-192
-22	-192
-21	-192
23	193
-24	-193
-24	-193
-23	-193
-22	-193
26	194
-27	-194
-27	-194
-26	-194
-25	-194
29	194
-30	-194
-30	-194
-29	-194
-28	-194
32	194
-33	-195
-33	-195
-32	-194
-31	-193
35	198
-18	-194
-18	-194
-18	-193
-17	-192
-17	-191
-16	-190
-16	-189
-15	-188
-51	178
50	-178
50	-178
51	-178
52	-178
-48	178
24	-184
24	-184
24	-183
24	-182
24	-181
24	-180
24	-179
24	-178
36	104
36	104
-55	-156
-55	-156
55	156
55	156
55	156
-55	-156
-55	-156
55	156
55	156
55	156
-55	-156
-55	-156
55	156
55	156
55	156
-55	-156
-55	-156
55	156
55	156
55	156
-55	-156
-55	-156
54	155
54	155
55	156
-53	-154
-53	-154
53	154
53	154
53	154
-53	-155
-53	-155
53	155
53	155
53	155
-53	-155
-53	-155
52	155
52	155
53	155
-51	-156
-51	-156
51	156
51	156
51	156
-51	-156
-51	-156
50	155
50	155
51	156
-49	-154
-49	-154
48	153
48	153
49	154
-47	-153
-47	-153
46	153
46	153
47	153
-46	-154
-46	-154
46	153
46	153
46	154
-47	-153
-47	-153
47	153
47	153
47	153
-48	-154
-48	-154
48	154
48	154
48	154
-49	-155
-49	-155
49	155
49	155
49	155
-50	-156
-50	-156
50	156
50	156
50	156
-51	-157
-51	-157
51	157
51	157
51	157
-51	-158
-51	-158
50	157
50	157
51	158
-49	-157
-49	-157
48	156
48	156
49	157
-47	-156
-47	-156
47	155
47	155
47	156
-47	-155
-47	-155
47	154
47	154
47	155
-47	-154
-47	-154
47	154
47	154
47	154
-48	-155
-48	-155
48	155
48	155
49	155
-47	-156
-47	-156
47	156
47	156
47	156
-47	-157
-47	-157
48	156
48	156
48	157
-48	-156
-48	-156
49	155
49	155
49	156
-49	-155
-49	-155
50	154
50	154
50	155
-49	-154
-49	-154
49	153
49	153
50	154
-48	-153
-48	-153
48	152
48	152
49	153
-47	-152
-47	-152
48	151
48	151
48	152
-48	-151
-48	-151
48	150
48	150
49	151
-47	-150
-47	-150
47	150
47	150
48	150
-46	-151
-46	-151
46	151
46	151
46	151
-46	-151
-46	-151
46	150
46	150
47	151
-45	-149
-45	-149
45	148
45	148
45	149
-45	-147
-45	-147
45	146
45	146
45	147
-45	-145
-45	-145
45	145
45	145
45	145
-45	-145
-45	-145
45	145
45	145
45	145
-45	-145
-45	-145
45	145
45	145
45	145
-45	-145
-45	-145
45	145
45	145
45	145
-45	-145
-45	-145
45	145
45	145
45	145
-45	-145
-45	-145
44	145
44	145
45	145
-43	-145
-43	-145
43	145
43	145
43	145
-43	-145
-43	-145
43	145
43	145
43	146
-43	-145
-43	-145
43	145
43	145
43	146
-44	-144
-44	-144
44	144
44	144
45	144
-44	-144
-44	-144
44	144
44	144
45	144
-44	-144
-44	-144
44	144
44	144
45	144
-43	-144
-43	-144
43	144
43	144
43	144
-43	-144
-43	-144
43	144
43	144
43	144
-43	-145
-43	-145
43	145
43	145
44	146
-42	-145
-42	-145
42	145
42	145
42	145
-41	-145
-41	-145
41	144
41	144
41	145
-40	-143
-40	-143
40	142
40	142
40	143
-39	-142
-39	-142
39	142
39	142
40	142
-38	-143
-38	-143
38	143
38	143
39	143
-36	-144
-36	-144
36	143
36	143
37	144
-34	-143
-34	-143
34	142
34	142
35	143
-32	-142
-32	-142
32	141
32	141
33	142
-30	-142
-30	-142
31	141
31	141
31	142
-30	-141
-30	-141
31	140
31	140
31	140
-30	-141
-30	-141
30	140
30	140
31	141
-29	-141
-29	-141
30	140
30	140
30	141
-29	-140
-29	-140
30	139
30	139
30	140
-30	-138
-30	-138
30	137
30	137
30	138
-30	-136
-30	-136
30	136
30	136
30	136
-29	-136
-29	-136
29	135
29	135
29	136
-28	-134
-28	-134
28	133
28	133
28	134
-27	-132
-27	-132
41	197
41	197
-41	-197
-41	-197
-40	-197
42	197
42	197
-42	-198
-42	-198
-41	-197
44	198
44	198
-43	-198
-43	-198
-43	-198
43	197
43	197
-42	-197
-42	-197
-42	-197
42	196
42	196
-42	-196
-42	-196
-41	-196
44	196
44	196
-44	-197
-44	-197
-43	-196
46	197
46	197
-46	-197
-46	-197
-46	-197
47	197
47	197
-47	-197
-47	-197
-47	-197
47	196
47	196
-47	-196
-47	-196
-46	-196
48	196
48	196
-48	-196
-48	-196
-48	-196
48	196
48	196
-48	-196
-48	-196
-47	-196
49	196
49	196
-49	-197
-49	-197
-49	-196
50	198
50	198
-50	-199
-50	-199
-50	-198
34	133
34	133
34	133
-34	-133
-34	-133
52	199
52	199
-52	-199
-52	-199
-51	-199
53	198
53	198
-53	-198
-53	-198
-52	-198
54	197
54	197
-54	-197
-54	-197
-53	-197
55	197
55	197
-54	-198
-54	-198
-54	-197
54	198
54	198
-54	-198
-54	-198
-53	-198
56	197
56	197
-56	-197
-56	-197
